id,image_path,text,situation,modifier,qud,model,score
1,image1-1.png,There are four apples in the boxes.,precise,bare,howmany,gpt,7
1,image1-1.png,There are four apples in the boxes.,precise,bare,howmany,gpt,7
1,image1-1.png,There are four apples in the boxes.,precise,bare,howmany,gpt,7
1,image1-1.png,There are four apples in the boxes.,precise,bare,howmany,gpt,7
1,image1-1.png,There are four apples in the boxes.,precise,bare,howmany,gpt,7
1,image1-1.png,There are at least four apples in the boxes.,precise,superlative,howmany,gpt,7
1,image1-1.png,There are at least four apples in the boxes.,precise,superlative,howmany,gpt,7
1,image1-1.png,There are at least four apples in the boxes.,precise,superlative,howmany,gpt,7
1,image1-1.png,There are at least four apples in the boxes.,precise,superlative,howmany,gpt,4
1,image1-1.png,There are at least four apples in the boxes.,precise,superlative,howmany,gpt,7
1,image1-1.png,There are more than three apples in the boxes.,precise,comparative,howmany,gpt,4
1,image1-1.png,There are more than three apples in the boxes.,precise,comparative,howmany,gpt,5
1,image1-1.png,There are more than three apples in the boxes.,precise,comparative,howmany,gpt,4
1,image1-1.png,There are more than three apples in the boxes.,precise,comparative,howmany,gpt,4
1,image1-1.png,There are more than three apples in the boxes.,precise,comparative,howmany,gpt,4
1,image1-2.png,There are four apples in the boxes.,approximate,bare,howmany,gpt,7
1,image1-2.png,There are four apples in the boxes.,approximate,bare,howmany,gpt,7
1,image1-2.png,There are four apples in the boxes.,approximate,bare,howmany,gpt,7
1,image1-2.png,There are four apples in the boxes.,approximate,bare,howmany,gpt,7
1,image1-2.png,There are four apples in the boxes.,approximate,bare,howmany,gpt,7
1,image1-2.png,There are at least four apples in the boxes.,approximate,superlative,howmany,gpt,4
1,image1-2.png,There are at least four apples in the boxes.,approximate,superlative,howmany,gpt,5
1,image1-2.png,There are at least four apples in the boxes.,approximate,superlative,howmany,gpt,4
1,image1-2.png,There are at least four apples in the boxes.,approximate,superlative,howmany,gpt,4
1,image1-2.png,There are at least four apples in the boxes.,approximate,superlative,howmany,gpt,4
1,image1-2.png,There are more than three apples in the boxes.,approximate,comparative,howmany,gpt,4
1,image1-2.png,There are more than three apples in the boxes.,approximate,comparative,howmany,gpt,4
1,image1-2.png,There are more than three apples in the boxes.,approximate,comparative,howmany,gpt,4
1,image1-2.png,There are more than three apples in the boxes.,approximate,comparative,howmany,gpt,6
1,image1-2.png,There are more than three apples in the boxes.,approximate,comparative,howmany,gpt,5
2,image2-1.png,There are four bananas in the boxes.,precise,bare,howmany,gpt,4
2,image2-1.png,There are four bananas in the boxes.,precise,bare,howmany,gpt,7
2,image2-1.png,There are four bananas in the boxes.,precise,bare,howmany,gpt,7
2,image2-1.png,There are four bananas in the boxes.,precise,bare,howmany,gpt,7
2,image2-1.png,There are four bananas in the boxes.,precise,bare,howmany,gpt,7
2,image2-1.png,There are at least four bananas in the boxes.,precise,superlative,howmany,gpt,7
2,image2-1.png,There are at least four bananas in the boxes.,precise,superlative,howmany,gpt,6
2,image2-1.png,There are at least four bananas in the boxes.,precise,superlative,howmany,gpt,7
2,image2-1.png,There are at least four bananas in the boxes.,precise,superlative,howmany,gpt,7
2,image2-1.png,There are at least four bananas in the boxes.,precise,superlative,howmany,gpt,7
2,image2-1.png,There are more than three bananas in the boxes.,precise,comparative,howmany,gpt,6
2,image2-1.png,There are more than three bananas in the boxes.,precise,comparative,howmany,gpt,5
2,image2-1.png,There are more than three bananas in the boxes.,precise,comparative,howmany,gpt,5
2,image2-1.png,There are more than three bananas in the boxes.,precise,comparative,howmany,gpt,5
2,image2-1.png,There are more than three bananas in the boxes.,precise,comparative,howmany,gpt,5
2,image2-2.png,There are four bananas in the boxes.,approximate,bare,howmany,gpt,7
2,image2-2.png,There are four bananas in the boxes.,approximate,bare,howmany,gpt,7
2,image2-2.png,There are four bananas in the boxes.,approximate,bare,howmany,gpt,7
2,image2-2.png,There are four bananas in the boxes.,approximate,bare,howmany,gpt,7
2,image2-2.png,There are four bananas in the boxes.,approximate,bare,howmany,gpt,7
2,image2-2.png,There are at least four bananas in the boxes.,approximate,superlative,howmany,gpt,4
2,image2-2.png,There are at least four bananas in the boxes.,approximate,superlative,howmany,gpt,5
2,image2-2.png,There are at least four bananas in the boxes.,approximate,superlative,howmany,gpt,6
2,image2-2.png,There are at least four bananas in the boxes.,approximate,superlative,howmany,gpt,7
2,image2-2.png,There are at least four bananas in the boxes.,approximate,superlative,howmany,gpt,6
2,image2-2.png,There are more than three bananas in the boxes.,approximate,comparative,howmany,gpt,5
2,image2-2.png,There are more than three bananas in the boxes.,approximate,comparative,howmany,gpt,5
2,image2-2.png,There are more than three bananas in the boxes.,approximate,comparative,howmany,gpt,5
2,image2-2.png,There are more than three bananas in the boxes.,approximate,comparative,howmany,gpt,5
2,image2-2.png,There are more than three bananas in the boxes.,approximate,comparative,howmany,gpt,6
3,image3-1.png,There are four ice cream cones in the boxes.,precise,bare,howmany,gpt,7
3,image3-1.png,There are four ice cream cones in the boxes.,precise,bare,howmany,gpt,7
3,image3-1.png,There are four ice cream cones in the boxes.,precise,bare,howmany,gpt,7
3,image3-1.png,There are four ice cream cones in the boxes.,precise,bare,howmany,gpt,7
3,image3-1.png,There are four ice cream cones in the boxes.,precise,bare,howmany,gpt,7
3,image3-1.png,There are at least four ice cream cones in the boxes.,precise,superlative,howmany,gpt,7
3,image3-1.png,There are at least four ice cream cones in the boxes.,precise,superlative,howmany,gpt,7
3,image3-1.png,There are at least four ice cream cones in the boxes.,precise,superlative,howmany,gpt,7
3,image3-1.png,There are at least four ice cream cones in the boxes.,precise,superlative,howmany,gpt,7
3,image3-1.png,There are at least four ice cream cones in the boxes.,precise,superlative,howmany,gpt,7
3,image3-1.png,There are more than three ice cream cones in the boxes.,precise,comparative,howmany,gpt,5
3,image3-1.png,There are more than three ice cream cones in the boxes.,precise,comparative,howmany,gpt,5
3,image3-1.png,There are more than three ice cream cones in the boxes.,precise,comparative,howmany,gpt,5
3,image3-1.png,There are more than three ice cream cones in the boxes.,precise,comparative,howmany,gpt,7
3,image3-1.png,There are more than three ice cream cones in the boxes.,precise,comparative,howmany,gpt,5
3,image3-2.png,There are four ice cream cones in the boxes.,approximate,bare,howmany,gpt,5
3,image3-2.png,There are four ice cream cones in the boxes.,approximate,bare,howmany,gpt,7
3,image3-2.png,There are four ice cream cones in the boxes.,approximate,bare,howmany,gpt,7
3,image3-2.png,There are four ice cream cones in the boxes.,approximate,bare,howmany,gpt,7
3,image3-2.png,There are four ice cream cones in the boxes.,approximate,bare,howmany,gpt,6
3,image3-2.png,There are at least four ice cream cones in the boxes.,approximate,superlative,howmany,gpt,5
3,image3-2.png,There are at least four ice cream cones in the boxes.,approximate,superlative,howmany,gpt,7
3,image3-2.png,There are at least four ice cream cones in the boxes.,approximate,superlative,howmany,gpt,5
3,image3-2.png,There are at least four ice cream cones in the boxes.,approximate,superlative,howmany,gpt,6
3,image3-2.png,There are at least four ice cream cones in the boxes.,approximate,superlative,howmany,gpt,7
3,image3-2.png,There are more than three ice cream cones in the boxes.,approximate,comparative,howmany,gpt,5
3,image3-2.png,There are more than three ice cream cones in the boxes.,approximate,comparative,howmany,gpt,5
3,image3-2.png,There are more than three ice cream cones in the boxes.,approximate,comparative,howmany,gpt,7
3,image3-2.png,There are more than three ice cream cones in the boxes.,approximate,comparative,howmany,gpt,6
3,image3-2.png,There are more than three ice cream cones in the boxes.,approximate,comparative,howmany,gpt,6
4,image4-1.png,There are four candies in the boxes.,precise,bare,howmany,gpt,3
4,image4-1.png,There are four candies in the boxes.,precise,bare,howmany,gpt,3
4,image4-1.png,There are four candies in the boxes.,precise,bare,howmany,gpt,3
4,image4-1.png,There are four candies in the boxes.,precise,bare,howmany,gpt,3
4,image4-1.png,There are four candies in the boxes.,precise,bare,howmany,gpt,3
4,image4-1.png,There are at least four candies in the boxes.,precise,superlative,howmany,gpt,5
4,image4-1.png,There are at least four candies in the boxes.,precise,superlative,howmany,gpt,5
4,image4-1.png,There are at least four candies in the boxes.,precise,superlative,howmany,gpt,5
4,image4-1.png,There are at least four candies in the boxes.,precise,superlative,howmany,gpt,5
4,image4-1.png,There are at least four candies in the boxes.,precise,superlative,howmany,gpt,4
4,image4-1.png,There are more than three candies in the boxes.,precise,comparative,howmany,gpt,5
4,image4-1.png,There are more than three candies in the boxes.,precise,comparative,howmany,gpt,4
4,image4-1.png,There are more than three candies in the boxes.,precise,comparative,howmany,gpt,5
4,image4-1.png,There are more than three candies in the boxes.,precise,comparative,howmany,gpt,7
4,image4-1.png,There are more than three candies in the boxes.,precise,comparative,howmany,gpt,5
4,image4-2.png,There are four candies in the boxes.,approximate,bare,howmany,gpt,5
4,image4-2.png,There are four candies in the boxes.,approximate,bare,howmany,gpt,4
4,image4-2.png,There are four candies in the boxes.,approximate,bare,howmany,gpt,4
4,image4-2.png,There are four candies in the boxes.,approximate,bare,howmany,gpt,3
4,image4-2.png,There are four candies in the boxes.,approximate,bare,howmany,gpt,3
4,image4-2.png,There are at least four candies in the boxes.,approximate,superlative,howmany,gpt,4
4,image4-2.png,There are at least four candies in the boxes.,approximate,superlative,howmany,gpt,5
4,image4-2.png,There are at least four candies in the boxes.,approximate,superlative,howmany,gpt,4
4,image4-2.png,There are at least four candies in the boxes.,approximate,superlative,howmany,gpt,4
4,image4-2.png,There are at least four candies in the boxes.,approximate,superlative,howmany,gpt,4
4,image4-2.png,There are more than three candies in the boxes.,approximate,comparative,howmany,gpt,4
4,image4-2.png,There are more than three candies in the boxes.,approximate,comparative,howmany,gpt,4
4,image4-2.png,There are more than three candies in the boxes.,approximate,comparative,howmany,gpt,4
4,image4-2.png,There are more than three candies in the boxes.,approximate,comparative,howmany,gpt,5
4,image4-2.png,There are more than three candies in the boxes.,approximate,comparative,howmany,gpt,4
5,image5-1.png,There are four forks in the boxes.,precise,bare,howmany,gpt,3
5,image5-1.png,There are four forks in the boxes.,precise,bare,howmany,gpt,5
5,image5-1.png,There are four forks in the boxes.,precise,bare,howmany,gpt,4
5,image5-1.png,There are four forks in the boxes.,precise,bare,howmany,gpt,4
5,image5-1.png,There are four forks in the boxes.,precise,bare,howmany,gpt,5
5,image5-1.png,There are at least four forks in the boxes.,precise,superlative,howmany,gpt,7
5,image5-1.png,There are at least four forks in the boxes.,precise,superlative,howmany,gpt,7
5,image5-1.png,There are at least four forks in the boxes.,precise,superlative,howmany,gpt,7
5,image5-1.png,There are at least four forks in the boxes.,precise,superlative,howmany,gpt,7
5,image5-1.png,There are at least four forks in the boxes.,precise,superlative,howmany,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,howmany,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,howmany,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,howmany,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,howmany,gpt,7
5,image5-1.png,There are more than three forks in the boxes.,precise,comparative,howmany,gpt,7
5,image5-2.png,There are four forks in the boxes.,approximate,bare,howmany,gpt,5
5,image5-2.png,There are four forks in the boxes.,approximate,bare,howmany,gpt,4
5,image5-2.png,There are four forks in the boxes.,approximate,bare,howmany,gpt,4
5,image5-2.png,There are four forks in the boxes.,approximate,bare,howmany,gpt,6
5,image5-2.png,There are four forks in the boxes.,approximate,bare,howmany,gpt,6
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,howmany,gpt,6
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,howmany,gpt,6
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,howmany,gpt,5
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,howmany,gpt,5
5,image5-2.png,There are at least four forks in the boxes.,approximate,superlative,howmany,gpt,6
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,howmany,gpt,5
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,howmany,gpt,6
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,howmany,gpt,5
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,howmany,gpt,6
5,image5-2.png,There are more than three forks in the boxes.,approximate,comparative,howmany,gpt,5
6,image6-1.png,There are four knives in the boxes.,precise,bare,howmany,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,howmany,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,howmany,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,howmany,gpt,1
6,image6-1.png,There are four knives in the boxes.,precise,bare,howmany,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,howmany,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,howmany,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,howmany,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,howmany,gpt,1
6,image6-1.png,There are at least four knives in the boxes.,precise,superlative,howmany,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,howmany,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,howmany,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,howmany,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,howmany,gpt,1
6,image6-1.png,There are more than three knives in the boxes.,precise,comparative,howmany,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,howmany,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,howmany,gpt,1
6,image6-2.png,There are four knives in the boxes.,approximate,bare,howmany,gpt,3
6,image6-2.png,There are four knives in the boxes.,approximate,bare,howmany,gpt,3
6,image6-2.png,There are four knives in the boxes.,approximate,bare,howmany,gpt,3
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,howmany,gpt,3
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,howmany,gpt,1
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,howmany,gpt,1
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,howmany,gpt,3
6,image6-2.png,There are at least four knives in the boxes.,approximate,superlative,howmany,gpt,1
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,howmany,gpt,3
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,howmany,gpt,3
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,howmany,gpt,3
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,howmany,gpt,3
6,image6-2.png,There are more than three knives in the boxes.,approximate,comparative,howmany,gpt,1
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,howmany,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,howmany,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,howmany,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,howmany,gpt,7
7,image7-1.png,There are four strawberries in the boxes.,precise,bare,howmany,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,howmany,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,howmany,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,howmany,gpt,7
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,howmany,gpt,4
7,image7-1.png,There are at least four strawberries in the boxes.,precise,superlative,howmany,gpt,7
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,howmany,gpt,4
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,howmany,gpt,4
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,howmany,gpt,4
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,howmany,gpt,4
7,image7-1.png,There are more than three strawberries in the boxes.,precise,comparative,howmany,gpt,4
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,howmany,gpt,7
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,howmany,gpt,7
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,howmany,gpt,7
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,howmany,gpt,7
7,image7-2.png,There are four strawberries in the boxes.,approximate,bare,howmany,gpt,7
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,howmany,gpt,5
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,howmany,gpt,7
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,howmany,gpt,6
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,howmany,gpt,7
7,image7-2.png,There are at least four strawberries in the boxes.,approximate,superlative,howmany,gpt,6
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,howmany,gpt,5
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,howmany,gpt,6
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,howmany,gpt,5
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,howmany,gpt,5
7,image7-2.png,There are more than three strawberries in the boxes.,approximate,comparative,howmany,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,howmany,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,howmany,gpt,7
8,image8-1.png,There are four pineapples in the boxes.,precise,bare,howmany,gpt,7
